gmlid,area,fixed,lat,lon
n7671,29,50,34.443073,135.937823
n7672,29,50,34.477591,135.953366
n7673,29,50,34.4757,135.933113
n7674,29,50,34.496469,135.923562
n7675,29,50,34.482409,135.932805
n7676,29,50,34.4444,135.953962
n7677,29,50,34.446216,135.966386
n7678,29,50,34.46718,135.994942
n7679,29,50,34.473682,135.971146
n7680,29,50,34.655422,136.026488
n7681,29,50,34.684476,136.066131
n7682,29,50,34.679568,135.977113
n7683,29,50,34.63104,135.701423
n7684,29,50,34.617347,135.703794
n7685,29,50,34.64287,135.698162
n7686,29,50,34.602003,135.695962
n7687,29,50,34.606553,135.701176
n7688,29,50,34.589877,135.685397
n7689,29,50,34.59348,135.693013
n7690,29,50,34.602326,135.734587
n7691,29,50,34.610903,135.737754
n7692,29,0,34.602933,135.712673
n7693,29,50,34.606265,135.72531
n7694,29,50,34.605808,135.756984
n7695,29,50,34.585547,135.784417
n7696,29,50,34.582509,135.766984
n7697,29,50,34.568815,135.769519
n7698,29,50,34.572196,135.781858
n7699,29,50,34.554365,135.793405
n7700,29,50,34.559133,135.780863
n7701,29,50,34.540662,135.79417
n7702,29,50,34.554384,135.78714
n7703,29,50,34.535941,135.790195
n7704,29,50,34.549162,135.773975
n7705,29,50,34.565855,135.80786
n7706,29,50,34.540115,135.809951
n7707,29,50,34.523867,136.136112
n7708,29,50,34.488038,136.096894
n7709,29,50,34.503758,136.116253
n7710,29,50,34.492817,136.19605
n7711,29,50,34.493456,136.173608
n7712,29,50,34.448758,135.797307
n7713,29,50,34.44823,135.781892
n7714,29,50,34.443212,135.775412
n7715,29,50,34.457089,135.765365
n7716,29,50,34.443869,135.801918
n7717,29,50,34.430537,135.763561
n7718,29,50,34.47151,135.821132
n7719,29,50,34.47981,135.820443
n7720,29,50,34.467033,135.800494
n7721,29,50,34.573252,135.715307
n7722,29,50,34.562686,135.71659
n7723,29,0,34.554779,135.706256
n7724,29,50,34.581229,135.716579
n7725,29,50,34.595071,135.707423
n7726,29,50,34.598309,135.703298
n7727,29,50,34.575657,135.701646
n7728,29,50,34.566556,135.75078
n7729,29,50,34.552522,135.751088
n7730,29,50,34.530274,135.7352
n7731,29,50,34.536746,135.751616
n7732,29,50,34.536745,135.731058
n7733,29,50,34.549833,135.72903
n7734,29,50,34.543297,135.738449
n7735,29,50,34.543718,135.763504
n7736,29,50,34.577657,135.725616
n7737,29,50,34.562494,135.735302
n7738,29,50,34.586128,135.717533
n7739,29,50,34.589462,135.743198
n7740,29,50,34.587656,135.721811
n7741,29,50,34.579175,135.735963
n7742,29,50,34.367046,135.860305
n7743,29,50,34.37699,135.895023
n7744,29,50,34.395681,135.855443
n7745,29,50,34.386941,135.926861
n7746,29,50,34.390598,135.847416
n7747,29,50,34.409248,135.883574
n7748,29,50,34.418812,135.920393
n7749,29,50,34.386209,135.803781
n7750,29,50,34.388848,135.786226
n7751,29,50,34.382321,135.787504
n7752,29,0,34.4062,135.758617
n7753,29,50,34.390459,135.821724
n7754,29,50,34.40397,135.795662
n7755,29,50,34.388233,135.796014
n7756,29,50,34.394185,135.751905
n7757,29,50,34.354644,135.805111
n7758,29,50,34.380349,135.794254
n7759,29,50,34.361764,135.793894
n7760,29,50,34.372405,135.788477
n7761,29,50,34.379432,135.783227
n7762,29,0,34.307459,135.802222
n7763,29,50,34.309912,135.85125
n7764,29,50,34.241054,135.853859
n7765,29,50,34.269437,135.880758
n7766,29,50,34.194286,135.821892
n7767,29,50,34.208155,135.653417
n7768,29,50,34.164898,135.634521
n7769,29,50,33.9617,135.738486
n7770,29,50,34.099781,135.762496
n7771,29,50,33.911068,135.882613
n7772,29,50,33.948759,135.80337
n7773,29,50,33.991475,135.795148
n7774,29,50,34.043718,135.782259
n7775,29,50,33.940787,135.769317
n7776,29,50,34.003929,135.955075
n7777,29,0,34.008329,135.978196
n7778,29,50,34.038668,135.960966
n7779,29,50,34.134462,136.001016
n7780,29,50,34.180042,136.003377
n7781,29,50,34.35604,135.923493
n7782,29,50,34.287216,136.001564
n7783,29,50,34.337508,135.95492
n7784,29,50,34.378186,135.9926
n7785,29,50,34.412248,135.97326
n7786,29,50,34.438014,136.059344
n7787,29,50,34.423654,136.034708
n7788,29,50,34.422625,135.9871
n7149,30,50,34.205342,135.252823
n7150,30,50,34.236587,135.250778
n7151,30,50,34.217441,135.211558
n7152,30,50,34.237483,135.170924
n7153,30,50,34.229494,135.174643
n7154,30,50,34.211135,135.174699
n7155,30,50,34.260296,135.158977
n7156,30,50,34.257713,135.127063
n7157,30,50,34.265158,135.188558
n7158,30,50,34.201692,135.176505
n7159,30,50,34.274516,135.07562
n7160,30,50,34.245103,135.203314
n7161,30,50,34.233967,135.227862
n7162,30,50,34.240926,135.231124
n7163,30,50,34.185638,135.187338
n7164,30,50,34.203832,135.237528
n7165,30,50,34.225482,135.166177
n7166,30,50,34.254519,135.119952
n7167,30,50,34.258047,135.151477
n7168,30,50,34.226439,135.180643
n7169,30,50,34.210636,135.191504
n7170,30,50,34.237647,135.194409
n7171,30,50,34.210524,135.162922
n7172,30,50,34.217023,135.16445
n7173,30,50,34.190054,135.144813
n7174,30,50,34.25563,135.167032
n7175,30,50,34.218135,135.186615
n7176,30,50,34.227523,135.206336
n7177,30,50,34.201349,135.18474
n7178,30,50,34.253757,135.231717
n7179,30,50,34.249686,135.12623
n7180,30,50,34.250103,135.134479
n7181,30,50,34.247604,135.287789
n7182,30,50,34.232948,135.180392
n7183,30,0,34.213164,135.220835
n7184,30,50,34.225162,135.186531
n7185,30,50,34.220328,135.170255
n7186,30,50,34.206579,135.170947
n7187,30,50,34.257198,135.105565
n7188,30,50,34.258533,135.11399
n7189,30,50,34.202358,135.162867
n7190,30,50,34.207592,135.159073
n7191,30,50,34.258688,135.265692
n7192,30,50,34.231697,135.198121
n7193,30,50,34.259575,135.176476
n7194,30,50,34.221923,135.177108
n7195,30,50,34.222918,135.154911
n7196,30,50,34.239769,135.181673
n7197,30,50,34.243382,135.189031
n7198,30,50,34.191694,135.223474
n7199,30,50,34.26258,135.221074
n7200,30,50,34.234618,135.165803
n7201,30,50,34.178723,135.211225
n7202,30,50,34.260844,135.253337
n7203,30,50,34.244965,135.146701
n7204,30,50,34.215579,135.177893
n7205,30,50,34.253686,135.178309
n7206,30,50,34.230217,135.18867
n7207,30,50,34.250632,135.163831
n7208,30,50,34.224217,135.195725
n7209,30,50,34.241857,135.159009
n7210,30,50,34.268631,135.246499
n7211,30,50,34.213913,135.170699
n7212,30,50,34.236047,135.174645
n7213,30,50,34.232521,135.143868
n7214,30,50,34.164101,135.189538
n7215,30,50,34.262075,135.132097
n7216,30,50,34.233255,135.18524
n7217,30,50,34.221172,135.182571
n7218,30,50,34.261773,135.203056
n7219,30,50,34.191193,135.168367
n7220,30,50,34.194193,135.179144
n7221,30,50,34.205636,135.206392
n7222,30,50,34.133617,135.166562
n7223,30,50,34.109759,135.144593
n7224,30,50,34.126702,135.194755
n7225,30,50,34.125903,135.159475
n7226,30,50,34.131839,135.133149
n7227,30,50,34.172114,135.231362
n7228,30,50,34.184669,135.298051
n7229,30,50,34.170224,135.208392
n7230,30,50,34.161142,135.204087
n7231,30,50,34.159922,135.260916
n7232,30,50,34.158532,135.205337
n7233,30,50,34.153172,135.223696
n7234,30,50,34.159226,135.210475
n7235,30,50,34.151672,135.213364
n7236,30,50,34.163073,135.281473
n7237,30,50,34.142561,135.189088
n7238,30,50,34.297882,135.582079
n7239,30,50,34.342065,135.6055
n7240,30,50,34.317047,135.616381
n7241,30,50,34.328636,135.648183
n7242,30,50,34.302242,135.568084
n7243,30,50,34.30543,135.554976
n7244,30,50,34.356035,135.602776
n7245,30,50,34.312908,135.602243
n7246,30,50,34.350306,135.611857
n7247,30,50,34.313694,135.583734
n7248,30,50,34.314991,135.610187
n7249,30,50,34.077875,135.176869
n7250,30,50,34.071865,135.104859
n7251,30,50,34.079679,135.105737
n7252,30,50,34.100395,135.116296
n7253,30,50,34.07515,135.145797
n7254,30,50,34.085984,135.121291
n7255,30,50,34.085289,135.115291
n7256,30,50,33.891897,135.15193
n7257,30,50,33.863317,135.161707
n7258,30,50,33.889839,135.170398
n7259,30,50,33.888087,135.156575
n7260,30,50,33.894592,135.157568
n7261,30,50,33.899341,135.153948
n7262,30,50,33.903313,135.162568
n7263,30,50,33.915145,135.153485
n7264,30,50,33.908749,135.174978
n7265,30,50,33.832119,135.179452
n7266,30,50,33.727385,135.482199
n7267,30,50,33.743735,135.374804
n7268,30,50,33.733392,135.370643
n7269,30,50,33.689117,135.568275
n7270,30,50,33.795244,135.421657
n7271,30,50,33.744751,135.395049
n7272,30,50,33.756832,135.403798
n7273,30,50,33.805132,135.379634
n7274,30,50,33.721504,135.400854
n7275,30,50,33.706644,135.401203
n7276,30,50,33.73178,135.377357
n7277,30,50,33.742885,135.433953
n7278,30,50,33.815216,135.60825
n7279,30,50,33.791968,135.517176
n7280,30,50,33.801065,135.525548
n7281,30,50,33.772469,135.354442
n7282,30,50,33.736155,135.401418
n7283,30,50,33.733696,135.393022
n7284,30,50,33.76897,135.4441
n7285,30,50,33.720055,135.387583
n7286,30,50,33.763778,135.58928
n7287,30,50,33.744762,135.355571
n7288,30,50,33.82294,135.752819
n7289,30,50,33.807691,135.729322
n7290,30,50,33.822023,135.785454
n7291,30,50,33.867101,135.758013
n7292,30,50,33.838029,135.774048
n7293,30,50,33.727523,135.382681
n7294,30,50,33.733412,135.382667
n7295,30,50,33.73358,135.352368
n7296,30,50,33.915,135.502611
n7297,30,50,33.920231,135.434739
n7298,30,50,33.896706,135.530037
n7299,30,50,33.889614,135.494562
n7300,30,50,33.95045,135.560617
n7301,30,50,33.890983,135.440405
n7302,30,50,33.882381,135.474685
n7303,30,50,33.878966,135.452273
n7304,30,50,33.993982,135.560314
n7305,30,50,33.932813,135.547063
n7306,30,50,33.727204,135.993299
n7307,30,50,33.722257,135.99155
n7308,30,50,33.717232,135.986954
n7309,30,50,33.86363,135.852976
n7310,30,50,33.75831,135.842034
n7311,30,50,33.84706,135.806644
n7312,30,50,33.805222,135.873224
n7313,30,50,33.730234,135.909879
n7314,30,50,33.679099,135.973401
n7315,30,50,33.687268,135.982692
n7316,30,50,33.710845,135.995965
n7317,30,50,33.724587,135.986391
n7318,30,50,33.728858,135.986859
n7319,30,50,33.719927,136.000687
n7320,30,50,33.725758,135.998142
n7321,30,50,34.258398,135.34005
n7322,30,50,34.206472,135.315077
n7323,30,50,34.232141,135.326912
n7324,30,50,34.214394,135.313433
n7325,30,50,34.207287,135.288063
n7326,30,50,34.259419,135.410535
n7327,30,50,34.258691,135.372394
n7328,30,50,34.220668,135.454647
n7329,30,50,34.266077,135.391237
n7330,30,50,34.268672,135.365775
n7331,30,50,34.241802,135.351266
n7332,30,50,34.212391,135.40468
n7333,30,50,34.188853,135.422362
n7334,30,50,34.227325,135.33364
n7335,30,50,34.277671,135.35391
n7336,30,50,34.275243,135.4059
n7337,30,50,34.269049,135.410345
n7338,30,50,34.26705,135.443702
n7339,30,50,34.272827,135.43462
n7340,30,50,34.294485,135.428737
n7341,30,50,34.279526,135.307089
n7342,30,50,34.269973,135.325215
n7343,30,50,34.255216,135.317631
n7344,30,50,34.27691,135.288282
n7345,30,50,34.267604,135.289773
n7346,30,50,34.157638,135.316771
n7347,30,50,34.143649,135.38046
n7348,30,50,34.169113,135.379902
n7349,30,50,34.147009,135.354601
n7350,30,50,34.139912,135.415908
n7351,30,50,34.16685,135.306261
n7352,30,50,34.132899,135.327465
n7353,30,50,34.161349,135.461185
n7354,30,50,34.133957,135.542418
n7355,30,50,34.289337,135.47651
n7356,30,50,34.324406,135.480143
n7357,30,50,34.223214,135.499402
n7358,30,50,34.296083,135.497775
n7359,30,50,34.297631,135.504197
n7360,30,50,34.276212,135.476727
n7361,30,50,34.298131,135.52439
n7362,30,50,34.275939,135.577969
n7363,30,50,34.290854,135.56247
n7364,30,50,34.27069,135.566275
n7365,30,50,34.212863,135.586775
n7366,30,50,34.26143,135.699612
n7367,30,50,34.041713,135.168592
n7368,30,50,34.042105,135.188592
n7369,30,50,34.035048,135.18323
n7370,30,50,34.034742,135.175647
n7371,30,50,33.999327,135.192462
n7372,30,50,33.979861,135.213367
n7373,30,50,34.028981,135.172705
n7374,30,50,34.028604,135.179897
n7375,30,50,34.011171,135.158936
n7376,30,50,34.047381,135.336937
n7377,30,50,34.077293,135.211004
n7378,30,50,34.129207,135.508811
n7379,30,50,34.065266,135.215455
n7380,30,50,34.041966,135.256779
n7381,30,50,34.062158,135.254211
n7382,30,50,34.075662,135.270188
n7383,30,50,34.085989,135.430124
n7384,30,50,34.047604,135.380267
n7385,30,50,34.070051,135.356669
n7386,30,50,33.885895,135.147487
n7387,30,50,33.89073,135.083574
n7388,30,50,33.894563,135.135181
n7389,30,50,33.902429,135.073853
n7390,30,50,33.963195,135.160595
n7391,30,50,33.922727,135.112488
n7392,30,50,33.92556,135.144569
n7393,30,50,33.921767,135.0824
n7394,30,0,33.990096,135.10509
n7395,30,50,33.961139,135.099767
n7396,30,50,33.960278,135.119598
n7397,30,50,33.818906,135.217676
n7398,30,50,33.860383,135.233393
n7399,30,50,33.854292,135.262421
n7400,30,50,33.87011,135.290632
n7401,30,50,33.886039,135.342608
n7402,30,50,33.800269,135.236425
n7403,30,50,33.766421,135.323189
n7404,30,50,33.853488,135.400409
n7405,30,50,33.782376,135.280613
n7406,30,50,33.841738,135.348803
n7407,30,50,33.788828,135.325861
n7408,30,50,33.98139,135.363854
n7409,30,50,33.95756,135.466624
n7410,30,50,33.924254,135.211232
n7411,30,50,33.888621,135.211313
n7412,30,50,33.891455,135.247644
n7413,30,50,33.957642,135.275418
n7414,30,50,33.955921,135.375437
n7415,30,50,33.932784,135.313444
n7416,30,50,33.912884,135.182485
n7417,30,50,33.677036,135.342221
n7418,30,50,33.685017,135.347668
n7419,30,50,33.607157,135.482375
n7420,30,50,33.674981,135.38655
n7421,30,50,33.655263,135.535092
n7422,30,50,33.651707,135.40366
n7423,30,50,33.607514,135.392663
n7424,30,50,33.56696,135.445098
n7425,30,50,33.71931,135.479736
n7426,30,50,33.705367,135.444545
n7427,30,0,33.715683,135.461916
n7428,30,50,33.694665,135.419777
n7429,30,50,33.509781,135.605586
n7430,30,50,33.588959,135.624465
n7431,30,50,33.54972,135.496817
n7432,30,50,33.653462,135.918112
n7433,30,50,33.661907,135.971774
n7434,30,50,33.560445,135.894617
n7435,30,50,33.628253,135.945745
n7436,30,50,33.659016,135.87545
n7437,30,50,33.675375,135.849146
n7438,30,50,33.625771,135.941472
n7439,30,50,33.630754,135.938015
n7440,30,50,33.634926,135.933916
n7441,30,50,33.669793,135.892031
n7442,30,50,33.592358,135.889228
n7443,30,50,33.611717,135.924029
n7444,30,50,33.577332,135.920697
n7445,30,50,33.590359,135.945917
n7446,30,50,33.532248,135.814655
n7447,30,50,33.593207,135.697638
n7448,30,50,33.555359,135.68319
n7449,30,50,33.60355,135.766572
n7450,30,50,33.637406,135.709187
n7451,30,50,33.642072,135.689716
n7452,30,50,33.541584,135.764962
n7453,30,50,33.931894,135.96863
n7454,30,50,33.47237,135.782486
n7455,30,50,33.451428,135.792542
n7456,30,50,33.46351,135.826429
n7457,30,50,33.518004,135.821929
n7458,30,50,33.47187,135.802289
n7459,30,50,33.521143,135.826852
n7460,30,50,33.445512,135.760044
n7461,30,50,33.535392,135.870176
n7462,30,50,33.487701,135.718242
n7463,30,50,33.482967,135.765965
n7464,30,50,33.48659,135.737963
n7465,30,50,33.501865,135.656583
n6902,31,50,35.498149,134.230009
n6903,31,50,35.440044,134.210484
n6904,31,50,35.389877,134.193868
n6905,31,50,35.409408,134.200959
n6906,31,50,35.378829,134.211181
n6907,31,50,35.380661,134.164462
n6908,31,50,35.375981,134.19922
n6909,31,50,35.382909,134.129132
n6910,31,50,35.524056,134.186459
n6911,31,50,35.530082,134.193209
n6912,31,50,35.537259,134.187031
n6913,31,50,35.476018,134.216704
n6914,31,50,35.498871,134.226281
n6915,31,50,35.486151,134.255729
n6916,31,0,35.493726,134.035412
n6917,31,50,35.523087,134.087077
n6918,31,50,35.509704,134.049959
n6919,31,50,35.521613,134.018055
n6920,31,50,35.515686,134.079369
n6921,31,50,35.486105,134.130939
n6922,31,50,35.480568,134.226676
n6923,31,50,35.485598,134.220612
n6924,31,50,35.492177,134.235286
n6925,31,50,35.499426,134.211121
n6926,31,50,35.458184,134.238641
n6927,31,50,35.514819,134.191701
n6928,31,50,35.515451,134.179124
n6929,31,50,35.519117,134.180262
n6930,31,50,35.44199,134.330861
n6931,31,50,35.476569,134.270672
n6932,31,50,35.469199,134.362369
n6933,31,50,35.463543,134.294759
n6934,31,50,35.340244,134.156703
n6935,31,50,35.332138,134.11955
n6936,31,50,35.509092,134.23098
n6937,31,50,35.46401,134.064302
n6938,31,0,35.451041,134.030396
n6939,31,50,35.442683,134.258646
n6940,31,50,35.504898,134.226175
n6941,31,50,35.513119,134.206649
n6942,31,50,35.497047,134.132493
n6943,31,50,35.44232,134.134186
n6944,31,50,35.516299,134.220635
n6945,31,50,35.459641,134.20251
n6946,31,50,35.472347,134.244647
n6947,31,50,35.47624,134.01548
n6948,31,50,35.466564,133.975782
n6949,31,50,35.521335,133.996057
n6950,31,50,35.51653,133.994918
n6951,31,50,35.459126,134.220622
n6952,31,50,35.49851,134.237147
n6953,31,50,35.486039,134.244924
n6954,31,50,35.494237,134.258526
n6955,31,50,35.413462,134.157713
n6956,31,50,35.462122,134.249209
n6957,31,50,35.504537,134.23623
n6958,31,50,35.493372,134.228898
n6959,31,50,35.528367,134.219675
n6960,31,50,35.530028,134.209727
n6961,31,50,35.490788,134.223232
n6962,31,50,35.502259,134.178458
n6963,31,50,35.524532,134.135211
n6964,31,50,35.476626,134.205358
n6965,31,50,35.54422,134.284569
n6966,31,50,35.519514,134.239558
n6967,31,50,35.483957,134.194296
n6968,31,50,35.502448,134.230676
n6969,31,50,35.483689,134.175213
n6970,31,50,35.317387,134.194202
n6971,31,50,35.353194,134.206765
n6972,31,50,35.341033,134.196358
n6973,31,50,35.341556,134.204209
n6974,31,50,35.491594,134.244924
n6975,31,50,35.44446,134.201569
n6976,31,50,35.396256,133.369309
n6977,31,50,35.428418,133.328339
n6978,31,50,35.406755,133.398334
n6979,31,50,35.449571,133.300911
n6980,31,50,35.428475,133.383918
n6981,31,50,35.457333,133.360059
n6982,31,50,35.431668,133.332533
n6983,31,0,35.441278,133.315312
n6984,31,50,35.417678,133.3247
n6985,31,50,35.438251,133.329033
n6986,31,50,35.431482,133.356615
n6987,31,50,35.44275,133.321533
n6988,31,50,35.442917,133.358115
n6989,31,50,35.458729,133.344255
n6990,31,50,35.393673,133.386752
n6991,31,50,35.439673,133.341853
n6992,31,50,35.447889,133.343782
n6993,31,50,35.40326,133.343605
n6994,31,50,35.474724,133.25882
n6995,31,50,35.490309,133.25768
n6996,31,50,35.434616,133.349546
n6997,31,50,35.432807,133.324895
n6998,31,50,35.424724,133.342616
n6999,31,50,35.425585,133.333061
n7000,31,50,35.430807,133.339061
n7001,31,50,35.423081,133.403323
n7002,31,0,35.442835,133.302314
n7003,31,50,35.456221,133.285758
n7004,31,50,35.472351,133.292314
n7005,31,50,35.406449,133.36492
n7006,31,50,35.444223,133.332311
n7007,31,50,35.465149,133.29699
n7008,31,50,35.466747,133.305632
n7009,31,50,35.424687,133.337075
n7010,31,50,35.441029,133.395778
n7011,31,50,35.455556,133.422914
n7012,31,50,35.455359,133.333294
n7013,31,50,35.451722,133.311617
n7014,31,50,35.462749,133.319033
n7015,31,50,35.456827,133.319215
n7016,31,50,35.484366,133.268857
n7017,31,50,35.482829,133.261538
n7018,31,50,35.435675,133.820131
n7019,31,50,35.468045,133.836262
n7020,31,50,35.43287,133.816575
n7021,31,50,35.420708,133.779253
n7022,31,50,35.367954,133.758131
n7023,31,50,35.361045,133.706726
n7024,31,0,35.43247,133.790918
n7025,31,50,35.434898,133.837046
n7026,31,0,35.45041,133.852262
n7027,31,50,35.399437,133.791037
n7028,31,50,35.424536,133.760387
n7029,31,50,35.472255,133.847905
n7030,31,50,35.427267,133.807562
n7031,31,0,35.428125,133.852837
n7032,31,0,35.406541,133.750664
n7033,31,50,35.428722,133.815516
n7034,31,50,35.412539,133.802355
n7035,31,50,35.440953,133.847934
n7036,31,50,35.461838,133.77644
n7037,31,50,35.462747,133.847777
n7038,31,50,35.536183,133.21229
n7039,31,50,35.533989,133.205701
n7040,31,50,35.505436,133.249066
n7041,31,50,35.511519,133.227719
n7042,31,50,35.545425,133.249182
n7043,31,50,35.538294,133.232872
n7044,31,50,35.516129,133.234761
n7045,31,50,35.54571,133.225344
n7046,31,50,35.522129,133.241899
n7047,31,50,35.53234,133.236992
n7048,31,50,35.516268,133.209374
n7049,31,50,35.545071,133.23576
n7050,31,50,35.528342,134.340554
n7051,31,50,35.576642,134.333192
n7052,31,50,35.585211,134.329613
n7053,31,50,35.590474,134.322414
n7054,31,50,35.525705,134.399049
n7055,31,50,35.555617,134.361413
n7056,31,50,35.581891,134.295472
n7057,31,50,35.567199,134.327943
n7058,31,50,35.573725,134.295751
n7059,31,50,35.59236,134.312085
n7060,31,50,35.30034,134.432578
n7061,31,50,35.34453,134.398497
n7062,31,50,35.292609,134.298847
n7063,31,50,35.26162,134.272316
n7064,31,50,35.256537,134.203851
n7065,31,50,35.215457,134.217573
n7066,31,50,35.266013,134.228669
n7067,31,50,35.232678,134.290482
n7068,31,50,35.375581,134.301422
n7069,31,50,35.337581,134.266246
n7070,31,50,35.409878,134.249343
n7071,31,50,35.387016,134.264966
n7072,31,50,35.398105,134.222484
n7073,31,50,35.362916,134.317837
n7074,31,50,35.417854,134.312114
n7075,31,50,35.392443,134.27931
n7076,31,50,35.3918,134.247844
n7077,31,50,35.429713,134.284589
n7078,31,50,35.374565,134.290581
n7079,31,50,35.361612,134.356389
n7080,31,50,35.402745,134.343305
n7081,31,50,35.427379,134.261065
n7082,31,50,35.325903,133.837106
n7083,31,50,35.409097,133.893458
n7084,31,50,35.412599,133.881418
n7085,31,50,35.407424,133.861143
n7086,31,50,35.500113,133.874985
n7087,31,50,35.490309,133.865237
n7088,31,50,35.483143,133.876735
n7089,31,50,35.467924,133.903733
n7090,31,50,35.461011,133.881309
n7091,31,50,35.513582,133.941314
n7092,31,50,35.46709,133.896928
n7093,31,50,35.50386,133.702946
n7094,31,50,35.495139,133.692226
n7095,31,50,35.428257,133.664063
n7096,31,50,35.462032,133.629621
n7097,31,50,35.500501,133.628147
n7098,31,50,35.513862,133.636119
n7099,31,50,35.515695,133.639924
n7100,31,50,35.502332,133.693669
n7101,31,50,35.504541,133.677786
n7102,31,50,35.478657,133.692799
n7103,31,50,35.514921,133.615607
n7104,31,50,35.466391,133.750095
n7105,31,50,35.481476,133.837156
n7106,31,50,35.481725,133.776356
n7107,31,50,35.497981,133.737837
n7108,31,50,35.482031,133.812603
n7109,31,50,35.491779,133.754774
n7110,31,50,35.446362,133.385668
n7111,31,50,35.43977,133.381356
n7112,31,50,35.482169,133.594957
n7113,31,50,35.495819,133.500688
n7114,31,50,35.492859,133.479074
n7115,31,50,35.513497,133.499572
n7116,31,50,35.472776,133.444549
n7117,31,50,35.482581,133.459909
n7118,31,50,35.519337,133.563811
n7119,31,50,35.51039,133.589928
n7120,31,50,35.393037,133.53013
n7121,31,50,35.520712,133.589219
n7122,31,50,35.473555,133.471519
n7123,31,50,35.519164,133.52321
n7124,31,50,35.457493,133.494325
n7125,31,50,35.304204,133.325361
n7126,31,50,35.310959,133.34912
n7127,31,50,35.372061,133.361371
n7128,31,50,35.377979,133.337507
n7129,31,50,35.341704,133.325815
n7130,31,50,35.385508,133.409417
n7131,31,50,35.364621,133.464579
n7132,31,50,35.343901,133.437249
n7133,31,50,35.381231,133.441191
n7134,31,50,35.332356,133.498255
n7135,31,50,35.302072,133.417113
n7136,31,50,35.211056,133.201087
n7137,31,50,35.239215,133.279321
n7138,31,0,35.161169,133.300822
n7139,31,50,35.169863,133.322957
n7140,31,50,35.118116,133.200248
n7141,31,50,35.187637,133.231132
n7142,31,50,35.112824,133.350902
n7143,31,50,35.114983,133.300643
n7144,31,50,35.153511,133.263832
n7145,31,50,35.208832,133.385426
n7146,31,50,35.238791,133.441877
n7147,31,50,35.282353,133.485303
n7148,31,50,35.267714,133.527079
n6523,32,50,35.47194,133.043911
n6524,32,50,35.516062,132.92154
n6525,32,50,35.422967,133.009147
n6526,32,0,35.43513,133.015352
n6527,32,50,35.432599,133.031995
n6528,32,50,35.446076,133.071612
n6529,32,50,35.442465,133.080112
n6530,32,50,35.525564,132.980814
n6531,32,50,35.52351,133.023114
n6532,32,50,35.406879,132.908796
n6533,32,50,35.420102,132.946958
n6534,32,50,35.479887,132.957822
n6535,32,50,35.482107,133.047935
n6536,32,50,35.489289,132.920904
n6537,32,50,35.439687,133.064585
n6538,32,50,35.510894,133.124461
n6539,32,0,35.49491,133.024523
n6540,32,50,35.486211,133.072777
n6541,32,50,35.492812,133.075158
n6542,32,50,35.457658,133.081056
n6543,32,50,35.478098,133.000647
n6544,32,50,35.453399,133.051103
n6545,32,50,35.438091,133.086123
n6546,32,50,35.480846,133.058816
n6547,32,50,35.458658,133.057196
n6548,32,50,35.462948,133.103128
n6549,32,50,35.472184,133.050835
n6550,32,50,35.562396,133.058858
n6551,32,50,35.579561,133.098243
n6552,32,50,35.485099,133.056639
n6553,32,50,35.413802,133.039228
n6554,32,50,35.43696,133.169006
n6555,32,50,35.432104,133.131202
n6556,32,50,35.40479,133.15582
n6557,32,50,35.426546,133.148359
n6558,32,50,35.465296,133.066251
n6559,32,50,35.462185,133.071001
n6560,32,50,35.448409,133.085556
n6561,32,50,35.469367,133.059382
n6562,32,50,35.466268,133.055557
n6563,32,50,35.372044,133.072063
n6564,32,50,35.41224,133.096082
n6565,32,50,35.400019,133.068018
n6566,32,50,35.501019,133.180322
n6567,32,50,35.449939,133.123385
n6568,32,50,35.493514,133.039613
n6569,32,50,35.535932,133.166015
n6570,32,50,35.571763,133.222844
n6571,32,50,35.542682,133.209317
n6572,32,50,35.562238,133.307209
n6573,32,50,35.554043,133.254913
n6574,32,50,35.558734,133.153154
n6575,32,50,35.444826,133.04842
n6576,32,50,35.473406,133.056918
n6577,32,50,35.478295,133.054584
n6578,32,50,35.46088,133.060307
n6579,32,50,35.450104,133.103832
n6580,32,50,34.85813,132.263748
n6581,32,50,34.843664,132.354673
n6582,32,50,34.836803,132.313425
n6583,32,50,34.887408,132.282816
n6584,32,50,34.857689,132.291677
n6585,32,50,34.923376,132.154521
n6586,32,50,34.931375,132.108287
n6587,32,50,34.859492,132.208639
n6588,32,50,34.879214,132.190435
n6589,32,50,34.859159,132.158763
n6590,32,50,34.838593,132.165435
n6591,32,50,34.894648,132.238182
n6592,32,50,34.779446,132.197826
n6593,32,50,34.896849,132.072667
n6594,32,50,34.941067,132.110718
n6595,32,50,34.897572,132.097831
n6596,32,50,34.886024,132.160162
n6597,32,50,34.786606,132.010226
n6598,32,50,34.769693,131.922653
n6599,32,50,34.739919,131.994342
n6600,32,50,34.773628,131.960462
n6601,32,50,34.795857,131.956705
n6602,32,50,34.787386,131.94079
n6603,32,50,34.857102,132.020061
n6604,32,50,34.904126,132.078472
n6605,32,50,34.925052,132.12584
n6606,32,0,34.827138,131.988155
n6607,32,50,34.904776,132.088301
n6608,32,50,34.898723,132.084999
n6609,32,50,34.913987,132.106136
n6610,32,50,34.911701,132.095194
n6611,32,50,34.87124,132.046948
n6612,32,50,34.900043,132.078333
n6613,32,50,34.901513,132.088028
n6614,32,50,34.857436,132.053892
n6615,32,50,34.777084,132.106223
n6616,32,50,34.766446,132.073086
